estado,api_codigo,api_descripcion,api_precio,api_disponible,shopify_id,shopify_titulo,shopify_sku
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012754612412,(YV) Decolorante Profesional Alfaparf BB Bleach High Lift 7 Tonos (Sachet 50 gr),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,8999137181884,(YV) Decolorante Profesional Alfaparf BB Bleach High Lift 9 Tonos - 400g,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010886639804,(YV) Decolorante Profesional en Polvo Nouvelle - Aclarado Superior (Sachet 50g),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010863014076,(YV) Decolorante Profesional Nouvelle - Aclara hasta 9 Tonos (Sachet 50g),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9004602949820,(YV) Decolorante Profesional Wella BlondorPlex con Bond Builder - 800g,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012666663100,(YV) Delineador de Ojos Plumón AME Midnight - Negro Mate a Prueba de Agua,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012437582012,(YV) Derma Roller Facial y Capilar - Estimulador de Colágeno y Crecimiento,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012385251516,(YV) Desmaquillante Bifásico Samy con Aloe Vera (260 ml) - Remueve Maquillaje a Prueba de Agua,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010840862908,(YV) Desodorante Antibacterial para Pies Deo Pies - Protección Avanzada 260ml,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9007285010620,(YV) Desodorante Antitranspirante en Crema Lady Speed Stick Derma + Omega 3 - 100 gr,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9004825968828,(YV) Desodorante Antitranspirante para Pies 'Acti-Pie Clinical' - 72h de Protección Extrema (260ml),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010703106236,(YV) Desodorante Antitranspirante para Pies Deo Pies Mujer - Frescura 24H (260ml),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9007278063804,(YV) Desodorante Body Spray Axe 'Dark Temptation' - Aroma a Chocolate (150ml),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9005024313532,(YV) Desodorante en Barra Dove Dermo Aclarant - Unifica el Tono de tus Axilas (45g),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9004570902716,(YV) Desodorante en Barra Lady Speed Stick Invisible Dry - 48h Anti-Manchas 39.6g,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9003742167228,(YV) Desodorante en Crema Balance Clinical Protection 96h - Mini Tubo 32g,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9004604489916,(YV) Desodorante en Crema Balance Men Clinical Protection 96h - Mini Tubo 32g,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010800066748,(YV) Desodorante en Crema Rexona Clinical Mujer - Formato de Viaje 30g,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9007358247100,(YV) Desodorante Natural en Barra LEA - Piedra de Alumbre 100% Mineral,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012754284732,(YV) Desodorante Rexona Clinical Expert Aerosol (Pack x2) - Máxima Protección,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010895585468,(YV) Desodorante Roll-On Antitranspirante Wild Country de Avon (75 ml),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9003676532924,(YV) Desodorante Roll-On Babaria de Avena - 48h Protección para Piel Sensible 50ml,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010847482044,(YV) Desodorante Roll-On Dove Dermo Aclarant - Unifica el Tono 50ml,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9004957827260,(YV) Display x18 Sobres de Gel Antitranspirante Speed Stick Xtreme Night (10g c/u),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9004994724028,(YV) Enjuague Bucal Listerine Cool Mint - Protección Anti-Placa y Mal Aliento (500ml),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9005891551420,(YV) Ensure Advance Suplemento Nutricional con HMB - Sabor Vainilla (400g),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9007374270652,(YV) Esmalte Endurecedor de Uñas Quimica Alemana - Fórmula Original 14ml,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9003737317564,(YV) Fijador de Maquillaje Ame 'Holy Fix' - Larga Duración y Acabado Natural 130ml,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012394918076,(YV) Fijador de Maquillaje Samy (80 ml) con Protección de Luz Azul y Anti-Polución,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9007287533756,(YV) Fotoprotector ISDIN Fusion Water Color SPF 50 - Tono Light,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012192444604,(YV) Fotoprotector ISDIN Fusion Water Magic Medium SPF 50 - Con Color y Ácido Hialurónico,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012247134396,(YV) Fotoprotector ISDIN Fusion Water Magic SPF 50 - Textura Ultraligera e Hidratación Intensa,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012509737148,(YV) Fragancia Antibacterial de Bolsillo FRISYLEN (38 ml) - Desinfecta y Perfuma,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010898010300,(YV) Gel de Baño Reparador Lactovit con 10% Lactourea - Piel Extra Seca (600 ml),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,8998965510332,(YV) Gel Definidor de Rizos Andrea Sonrizos 290g - Fijación Flexible y Anti-Frizz,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9005873365180,(YV) Gel Fijador (Gomina) N°17 - Fijación Fuerte Efecto Húmedo (Sachet 90g),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9005000491196,(YV) Gel Fijador Got2b Glued - Fijación Extrema para Cabello y Cejas (35g),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010848432316,(YV) Gel Fijador Moco de Gorila Punk - Fijación Extrema Indestructible 340g,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012468875452,(YV) Gel Fluido Definidor de Rizos Etniker (Jelly Gel) - con Coco y Linaza,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9004954517692,(YV) Gel Hidratante Facial Neutrogena Hydro Boost - con Ácido Hialurónico 50g,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010880479420,(YV) Gel Hidratante Facial Nivea con Ácido Hialurónico - Hyaluron Gel 100ml,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9006058111164,(YV) Gel para Cejas y Pestañas Melu by Ruby Rose - ¡Fijación y Definición Perfecta!,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010907218108,(YV) Gel Puro de Aloe Vera (Sábila) Penkaloe - Hidratante y Calmante (120 ml),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010831687868,(YV) Gel Removedor Mágico para Esmalte Semipermanente Destellos - 15ml,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9007270854844,(YV) Gelatina Capilar Skala 'Cachos' - Potenciador de Definición para Rizos (1000g),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012898431164,(YV) Gotas Azules Matizantes - Neutralizador de Naranjas para Rubios Perfectos,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012806615228,(YV) Gotas de Ácido Hialurónico Lehit (10g) - Tratamiento Hidratante y Anti-Frizz,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9007379513532,(YV) Gotas de Brillo y Seda Pro-Line - Silicona Finalizadora Profesional,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010842960060,(YV) Intensificador de Color Salermvison 0.66 Rojo Shanghai - 75ml,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010905612476,(YV) Jabón Repelente de Insectos Nopikex con Citronela (50 g),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9004967723196,(YV) Keratina Orgánica Vegana Ritual Botánico - Alisado Profesional (1 Litro),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010834473148,(YV) Keratina Orgánica Vegana Ritual Botánico - Alisado Sin Formol 120ml,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9005898989756,(YV) Kit Alisador Profectiv MegaGrowth para Cabello Afro - Caja Profesional x7 Aplicaciones,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9005937262780,(YV) Kit de Alisado Lovingarden 'Olive Oil' por Vanessa Mendoza (Rinde 2 Aplicaciones),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9005012615356,(YV) Kit de Alisado Lovingarden por Vanessa Mendoza - Coco y Argán (Rinde 2 Aplicaciones),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9007177760956,(YV) Kit de Alisado Orgánico y Vegano Ritual Botánico - Liso por Meses (250ml),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9012445905084,(YV) Kit de Brochas de Maquillaje Profesional LULA (30 Piezas) - Set Completo para Ojos y Rostro,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9004652101820,(YV) Kit de Manicura Merheje: Corta Cutícula Básico + Espátula Empujadora,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9005072187580,(YV) Kit de Tinte Semipermanente para Cejas DefinePRO - Castaño Oscuro (Efecto Sombreado),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9004843696316,(YV) Kit Decolorante Corporal Rayitos De Sol - Vellos Dorados Sin Picar (1 Aplicación),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9004577030332,(YV) Kit Nutribela Biokeratina (Shampoo+Acondicionador+Tratamiento) - Efecto Liso y Anti-Frizz,
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9010808193212,(YV) Kit Shampoo + Acondicionador Mariana Zapata - Aroma Bombón de Fresa (2 x 500ml),
SOLO_EN_SHOPIFY_SIN_SKU,,,,,9003724800188,(YV) Laca Aqua Net Extra Super Hold - Fijación Extrema Legendaria,
